I&r???bZ?r???bZ?r?????bZ?r???bZ?r???bj?r???bZ?r???bZ?r???bj?r???b?bZ?r???bZ?r???bj?r?????bZ?r???bj?r???bZ?r???bZ?r???bZ?r???bZ?r???b?bZ?r???bZ?r???bZ?r?????bZ?r???bZ?r???bj?r???bZ?r???bZ?r???bj?r???b?bZ?r???bj?r???bZ?r?????bj?r???bZ?r???bZ?r???bZ?r???bZ?r???bZ?r???b?bZ?r???bZ?r???bj?r???bj?r???DRV,21234,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,+0.0010,+0.0000,-0.041,2,1,+0.000,+0.008,-0.00027,+0.008,-0.007,-0.015,+0.000,-0.003,-0.025,2,+0.000,-0.013,+0.00011,-0.013,+0.003,+0.027,+0.000,-0.003,+0.026,2,+0.000,+0.000,+0.00011,+0.000,+0.003,+0.000,+0.000,-0.003,-0.000,2,+0.000,+0.000,+0.00011,+0.000,+0.003,-0.001,+0.000,-0.003,-0.001,2,+0.008,-0.013,-0.027,+0.026
DRV,21238,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00063,+0.0005,+0.0000,-0.019,2,1,+0.000,+0.000,-0.00035,+0.000,-0.009,+0.000,+0.000,-0.002,-0.010,2,+0.000,-0.005,+0.00042,-0.005,+0.010,+0.010,+0.000,-0.002,+0.019,2,+0.000,-0.015,+0.00003,-0.015,+0.001,+0.030,+0.000,-0.002,+0.029,2,+0.000,+0.002,+0.00003,+0.002,+0.001,-0.004,+0.000,-0.002,-0.005,2,+0.002,-0.020,-0.015,+0.048
DRV,21242,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00063,-0.0000,+0.0000,+0.002,2,1,+0.000,-0.014,-0.00016,-0.014,-0.004,+0.028,+0.000,+0.000,+0.024,2,+0.000,+0.000,+0.00022,+0.000,+0.006,+0.000,+0.000,+0.000,+0.006,2,+0.000,+0.000,+0.00022,+0.000,+0.006,+0.000,+0.000,+0.000,+0.006,2,+0.000,+0.000,-0.00016,+0.000,-0.004,+0.000,+0.000,+0.000,-0.004,2,-0.014,+0.000,+0.020,+0.012
DRV,21246,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00063,-0.0003,+0.0000,+0.013,2,1,+0.000,+0.000,-0.00008,+0.000,-0.002,+0.000,+0.000,+0.001,-0.001,2,+0.000,+0.010,-0.00008,+0.010,-0.002,-0.021,+0.000,+0.001,-0.022,2,+0.000,+0.008,+0.00030,+0.008,+0.008,-0.015,+0.000,+0.001,-0.007,2,+0.000,-0.007,-0.00008,-0.007,-0.002,+0.014,+0.000,+0.001,+0.013,2,-0.007,+0.018,+0.012,-0.029
DRV,21250,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,-0.0006,+0.0000,+0.023,2,1,+0.000,+0.010,-0.00038,+0.010,-0.010,-0.021,+0.000,+0.002,-0.029,2,+0.000,+0.002,-0.00000,+0.002,-0.000,-0.005,+0.000,+0.002,-0.003,2,+0.000,+0.012,+0.00000,+0.012,+0.000,-0.024,+0.000,+0.002,-0.022,2,+0.000,+0.000,+0.00038,+0.000,+0.010,+0.000,+0.000,+0.002,+0.011,0,+0.010,+0.014,-0.017,-0.025
DRV,21254,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,-0.0003,+0.0000,+0.013,2,1,+0.000,+0.000,-0.00027,+0.000,-0.007,+0.000,+0.000,+0.001,-0.006,2,+0.000,-0.010,+0.00011,-0.010,+0.003,+0.020,+0.000,+0.001,+0.024,2,+0.000,+0.000,+0.00011,+0.000,+0.003,+0.000,+0.000,+0.001,+0.004,0,+0.000,+0.015,+0.00011,+0.015,+0.003,-0.030,+0.000,+0.001,-0.026,0,+0.015,-0.010,-0.032,+0.028
DRV,21258,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,-0.0000,+0.0000,+0.002,2,1,+0.000,-0.007,+0.00000,-0.007,+0.000,+0.014,+0.000,+0.000,+0.014,2,+0.000,-0.010,+0.00000,-0.010,+0.000,+0.020,+0.000,+0.000,+0.020,2,+0.000,-0.003,+0.00000,-0.003,+0.000,+0.007,+0.000,+0.000,+0.007,0,+0.000,+0.011,+0.00000,+0.011,+0.000,-0.022,+0.000,+0.000,-0.022,2,+0.004,-0.013,-0.007,+0.027
DRV,21262,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,+0.0002,+0.0000,-0.009,2,1,+0.000,+0.000,+0.00011,+0.000,+0.003,+0.000,+0.000,-0.001,+0.002,0,+0.000,+0.000,+0.00011,+0.000,+0.003,+0.000,+0.000,-0.001,+0.002,0,+0.000,-0.004,+0.00011,-0.004,+0.003,+0.009,+0.000,-0.001,+0.011,2,+0.000,+0.000,-0.00027,+0.000,-0.007,+0.000,+0.000,-0.001,-0.007,2,+0.000,-0.004,-0.005,+0.013
DRV,21266,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00064,+0.0005,+0.0000,-0.019,2,1,+0.000,+0.013,-0.00027,+0.013,-0.007,-0.027,+0.000,-0.002,-0.035,0,+0.000,+0.007,+0.00011,+0.007,+0.003,-0.013,+0.000,-0.002,-0.012,0,+0.000,+0.000,+0.00011,+0.000,+0.003,+0.000,+0.000,-0.002,+0.001,2,+0.000,-0.019,+0.00011,-0.019,+0.003,+0.038,+0.000,-0.002,+0.039,2,-0.006,+0.007,+0.004,-0.011
DRV,21270,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.000,+0.000,-0.00063,+0.0005,+0.0000,-0.019,2,1,+0.000,+0.003,-0.00038,+0.003,-0.010,-0.007,+0.000,-0.002,-0.018,0,+0.000,+0.000,+0.00000,+0.000,+0.000,+0.000,+0.000,-0.002,-0.002,2,+0.000,+0.005,+0.00000,+0.005,+0.000,-0.010,+0.000,-0.002,-0.012,2,+0.000,-0.008,+0.00038,-0.008,+0.010,+0.016,+0.000,-0.002,+0.024,2,-0.005,+0.005,+0.006,-0.014
